date,Postcode,Type,Id,Price,No.Of Sales
1/11/2021,4101,Units,12,533600,620
1/12/2021,4101,Units,12,535000,648
1/1/2022,4101,Units,12,538000,657
1/2/2022,4101,Units,12,540000,692
1/3/2022,4101,Units,12,539500,715
1/4/2022,4101,Units,12,539500,725
1/5/2022,4101,Units,12,541800,718
1/6/2022,4101,Units,12,541600,709
1/7/2022,4101,Units,12,549500,697
1/8/2022,4101,Units,12,550000,665
1/9/2022,4101,Units,12,550000,634
1/10/2022,4101,Units,12,550000,602
1/11/2022,4101,Units,12,550000,556
1/12/2022,4101,Units,12,546000,534
1/1/2023,4101,Units,12,543000,522
1/2/2023,4101,Units,12,544000,504
1/3/2023,4101,Units,12,547000,498
1/4/2023,4101,Units,12,540000,487
1/5/2023,4101,Units,12,530000,504
1/6/2023,4101,Units,12,520000,487
1/7/2023,4101,Units,12,520000,480
1/8/2023,4101,Units,12,520000,486
1/9/2023,4101,Units,12,539000,512
1/10/2023,4101,Units,12,530000,518
1/11/2023,4101,Units,12,540000,540
1/12/2023,4101,Units,12,555000,550
1/1/2024,4101,Units,12,555000,549
1/2/2024,4101,Units,12,560000,507
1/3/2019,4066,Units,13,470000,241
1/4/2019,4066,Units,13,457500,226
1/5/2019,4066,Units,13,463500,224
1/6/2019,4066,Units,13,470000,215
1/7/2019,4066,Units,13,450000,221
1/8/2019,4066,Units,13,449000,213
1/9/2019,4066,Units,13,447500,206
1/10/2019,4066,Units,13,450000,210
1/11/2019,4066,Units,13,450000,215
1/12/2019,4066,Units,13,450000,207
1/1/2020,4066,Units,13,450000,210
1/2/2020,4066,Units,13,455000,215
1/3/2020,4066,Units,13,455000,211
1/4/2020,4066,Units,13,453125,204
1/5/2020,4066,Units,13,450000,194
1/6/2020,4066,Units,13,450000,193
1/7/2020,4066,Units,13,452500,191
1/8/2020,4066,Units,13,462000,187
1/9/2020,4066,Units,13,467500,190
1/10/2020,4066,Units,13,475000,177
1/11/2020,4066,Units,13,470000,182
1/12/2020,4066,Units,13,465000,196
1/1/2021,4066,Units,13,460000,195
1/2/2021,4066,Units,13,462500,206
1/3/2021,4066,Units,13,450000,217
1/4/2021,4066,Units,13,470000,237
1/5/2021,4066,Units,13,475000,261
1/6/2021,4066,Units,13,478000,280
1/7/2021,4066,Units,13,480000,287
1/8/2021,4066,Units,13,486500,314
1/9/2021,4066,Units,13,489000,330
1/10/2021,4066,Units,13,480000,358
1/11/2021,4066,Units,13,488000,367
1/12/2021,4066,Units,13,500000,367
1/1/2022,4066,Units,13,500000,364
1/2/2022,4066,Units,13,502000,362
1/3/2022,4066,Units,13,505000,362
1/4/2022,4066,Units,13,501000,349
1/5/2022,4066,Units,13,501000,335
1/6/2022,4066,Units,13,507500,322
1/7/2022,4066,Units,13,505000,315
1/8/2022,4066,Units,13,504000,296
1/9/2022,4066,Units,13,505000,290
1/10/2022,4066,Units,13,510000,270
1/11/2022,4066,Units,13,515000,250
1/12/2022,4066,Units,13,506500,246
1/1/2023,4066,Units,13,512000,245
1/2/2023,4066,Units,13,520000,247
1/3/2023,4066,Units,13,524999,241
1/4/2023,4066,Units,13,520000,247
1/5/2023,4066,Units,13,525943,250
1/6/2023,4066,Units,13,524999,251
1/7/2023,4066,Units,13,531875,246
1/8/2023,4066,Units,13,531125,250
1/9/2023,4066,Units,13,545000,249
1/10/2023,4066,Units,13,550000,273
1/11/2023,4066,Units,13,560000,291
1/12/2023,4066,Units,13,567000,284
1/1/2024,4066,Units,13,573300,282
1/2/2024,4066,Units,13,572000,259
